hanging_exp_scissor_4,Hook_skew,0,0.049739837646484375,1,389,97,6
hanging_exp_scissor_4,Hook_skew,1,3.0553371906280518,117,953,74,7
hanging_exp_scissor_4,Hook_skew,1,1.608792781829834,66,1072,469,6
hanging_exp_scissor_4,Hook_skew,1,0.1467735767364502,6,938,369,8
hanging_exp_scissor_4,Hook_skew,1,0.12494373321533203,6,336,92,5
hanging_exp_scissor_4,Hook_skew,0,1.0788450241088867,38,1756,875,6
hanging_exp_scissor_4,Hook_skew,1,0.3101210594177246,15,877,89,7
hanging_exp_scissor_4,Hook_skew,1,1.3430633544921875,65,1043,490,5
hanging_exp_scissor_4,Hook_skew,1,0.8122706413269043,31,1109,329,11
hanging_exp_scissor_4,Hook_skew,1,0.990307092666626,38,1134,591,7
hanging_exp_scissor_4,Hook_skew,0,0.06304097175598145,1,524,519,4
hanging_exp_scissor_4,Hook_skew,1,0.4762575626373291,35,725,480,5
hanging_exp_scissor_4,Hook_skew,1,0.5877704620361328,33,530,40,6
hanging_exp_scissor_4,Hook_skew,1,0.38319826126098633,19,494,117,7
hanging_exp_scissor_4,Hook_skew,1,4.443363189697266,148,1191,366,7
hanging_exp_scissor_4,Hook_skew,1,0.9067032337188721,34,832,272,8
hanging_exp_scissor_4,Hook_skew,1,2.969773292541504,99,1587,316,5
hanging_exp_scissor_4,Hook_skew,1,0.24750375747680664,12,509,179,4
hanging_exp_scissor_4,Hook_skew,1,0.5741777420043945,30,876,470,5
hanging_exp_scissor_4,Hook_skew,0,0.39311718940734863,18,509,233,7
