hanging_exp_mug_59,Hook_60,1,0.04105520248413086,1,449,66,5
hanging_exp_mug_59,Hook_60,1,0.0571746826171875,1,549,57,2
hanging_exp_mug_59,Hook_60,1,1.0960676670074463,48,562,56,4
hanging_exp_mug_59,Hook_60,1,0.03025341033935547,1,365,47,2
hanging_exp_mug_59,Hook_60,1,0.06017279624938965,2,553,74,3
hanging_exp_mug_59,Hook_60,1,0.047934770584106445,2,434,47,3
hanging_exp_mug_59,Hook_60,1,0.013569116592407227,1,210,199,5
hanging_exp_mug_59,Hook_60,1,0.7894470691680908,34,626,199,3
hanging_exp_mug_59,Hook_60,1,0.002083301544189453,0,50,46,4
hanging_exp_mug_59,Hook_60,1,0.02053070068359375,1,127,72,2
hanging_exp_mug_59,Hook_60,0,1.2499113082885742,62,510,129,4
hanging_exp_mug_59,Hook_60,1,0.06032872200012207,4,220,45,5
hanging_exp_mug_59,Hook_60,1,0.007845163345336914,0,87,84,3
hanging_exp_mug_59,Hook_60,1,0.035685062408447266,1,347,46,5
hanging_exp_mug_59,Hook_60,1,0.6672446727752686,36,1055,735,3
hanging_exp_mug_59,Hook_60,1,0.5813326835632324,22,780,303,3
hanging_exp_mug_59,Hook_60,1,0.010977506637573242,0,146,143,3
hanging_exp_mug_59,Hook_60,1,0.009953498840332031,0,103,100,3
hanging_exp_mug_59,Hook_60,1,4.092057466506958,151,1460,663,3
hanging_exp_mug_59,Hook_60,1,0.37447619438171387,30,246,76,2
