hanging_exp_mug_59,Hook_90,0,130.0637547969818,1392,4905,1034,9
hanging_exp_mug_59,Hook_90,1,15.270609617233276,392,2557,1121,15
hanging_exp_mug_59,Hook_90,1,106.67665719985962,1279,3909,566,9
hanging_exp_mug_59,Hook_90,1,5.550917148590088,179,1501,575,9
hanging_exp_mug_59,Hook_90,0,248.05569052696228,1999,5478,0.0,0.0
hanging_exp_mug_59,Hook_90,1,147.1759557723999,1587,4967,978,10
hanging_exp_mug_59,Hook_90,0,48.7358124256134,830,3221,1101,21
hanging_exp_mug_59,Hook_90,1,217.59158372879028,1937,5912,815,9
hanging_exp_mug_59,Hook_90,1,78.05770564079285,1044,3525,512,9
hanging_exp_mug_59,Hook_90,1,221.81955409049988,1971,5373,485,15
