hanging_exp_scissor_4_hce,Hook_90,0,1.89485502243042,11,953,381,33
hanging_exp_scissor_4_hce,Hook_90,0,0.789604902267456,1,465,43,22
hanging_exp_scissor_4_hce,Hook_90,0,1.5334689617156982,11,783,333,25
hanging_exp_scissor_4_hce,Hook_90,0,0.9123129844665527,4,469,322,29
hanging_exp_scissor_4_hce,Hook_90,0,0.5638113021850586,2,313,190,38
hanging_exp_scissor_4_hce,Hook_90,0,4.1516969203948975,21,2044,906,212
hanging_exp_scissor_4_hce,Hook_90,0,1.4736082553863525,8,761,421,32
hanging_exp_scissor_4_hce,Hook_90,1,4.732321500778198,53,1921,452,72
hanging_exp_scissor_4_hce,Hook_90,0,1.2415528297424316,5,655,532,54
hanging_exp_scissor_4_hce,Hook_90,0,1.6099827289581299,14,780,228,30
hanging_exp_scissor_4_hce,Hook_90,1,0.8406734466552734,1,503,366,16
hanging_exp_scissor_4_hce,Hook_90,0,7.072276592254639,33,3205,524,171
hanging_exp_scissor_4_hce,Hook_90,0,7.0805113315582275,61,2457,1050,28
hanging_exp_scissor_4_hce,Hook_90,0,1.6166119575500488,13,803,560,34
hanging_exp_scissor_4_hce,Hook_90,0,2.593911647796631,33,1033,206,41
hanging_exp_scissor_4_hce,Hook_90,0,2.046412229537964,25,869,524,36
hanging_exp_scissor_4_hce,Hook_90,1,1.1434135437011719,2,678,530,14
hanging_exp_scissor_4_hce,Hook_90,0,3.5873003005981445,25,1498,305,118
hanging_exp_scissor_4_hce,Hook_90,0,1.2234997749328613,2,666,46,42
hanging_exp_scissor_4_hce,Hook_90,0,4.177428960800171,33,1879,600,76
